group,displacement_mm,peel_strength_2F_over_W_N_per_m
PTPU-10,36.20766,328.10094
PTPU-10,36.23584,327.60172
PTPU-10,36.26494,327.07639
PTPU-10,36.2914,326.69079
PTPU-10,36.31958,326.28098
PTPU-10,36.3479,325.96056
PTPU-10,36.37539,325.58799
PTPU-10,36.40259,325.31974
PTPU-10,36.43125,325.04964
PTPU-10,36.45796,324.83168
PTPU-10,36.48565,324.57647
PTPU-10,36.5146,324.39578
PTPU-10,36.54199,324.19086
PTPU-10,36.56924,324.02508
PTPU-10,36.59805,323.92261
PTPU-10,36.62451,323.8332
PTPU-10,36.65459,323.69163
PTPU-10,36.68101,323.52397
PTPU-10,36.7083,323.44759
PTPU-10,36.7356,323.29483
PTPU-10,36.7646,323.1663
PTPU-10,36.79185,322.94836
PTPU-10,36.82075,322.7807
PTPU-10,36.84727,322.67823
PTPU-10,36.87456,322.49942
PTPU-10,36.90464,322.44725
PTPU-10,36.9312,322.3839
PTPU-10,36.95835,322.2945
PTPU-10,36.98726,322.06352
PTPU-10,37.01377,322.03743
PTPU-10,37.04111,321.89586
PTPU-10,37.07095,321.80643
PTPU-10,37.09741,321.78035
PTPU-10,37.12476,321.60153
PTPU-10,37.15454,321.53819
PTPU-10,37.18027,321.37053
PTPU-10,37.2084,321.33327
PTPU-10,37.23716,321.28112
PTPU-10,37.26382,321.29416
PTPU-10,37.29126,321.30721
PTPU-10,37.32109,321.37053
PTPU-10,37.34673,321.39661
PTPU-10,37.3749,321.43574
PTPU-10,37.40371,321.49906
PTPU-10,37.43018,321.43574
PTPU-10,37.4585,321.45996
PTPU-10,37.48745,321.37053
PTPU-10,37.51333,321.39661
PTPU-10,37.5415,321.35749
PTPU-10,37.57061,321.29416
PTPU-10,37.59692,321.29416
PTPU-10,37.62486,321.28112
PTPU-10,37.65342,321.28112
PTPU-10,37.68081,321.25504
PTPU-10,37.70811,321.242
PTPU-10,37.73726,321.30721
PTPU-10,37.76362,321.32025
PTPU-10,37.79346,321.33327
PTPU-10,37.81997,321.38357
PTPU-10,37.84741,321.44692
PTPU-10,37.87471,321.37053
PTPU-10,37.90366,321.4227
PTPU-10,37.93018,321.33327
PTPU-10,37.96006,321.34445
PTPU-10,37.98652,321.30721
PTPU-10,38.01372,321.21778
PTPU-10,38.04082,321.28112
PTPU-10,38.06997,321.13955
PTPU-10,38.09746,321.11533
PTPU-10,38.12651,321.05012
PTPU-10,38.15283,320.93463
PTPU-10,38.18013,320.87131
PTPU-10,38.21011,320.8061
PTPU-10,38.23657,320.75579
PTPU-10,38.26392,320.72971
PTPU-10,38.29292,320.72971
PTPU-10,38.31944,320.69061
PTPU-10,38.34668,320.61422
PTPU-10,38.37666,320.60118
PTPU-10,38.40298,320.60118
PTPU-10,38.42998,320.66638
PTPU-10,38.45923,320.75579
PTPU-10,38.48589,320.92159
PTPU-10,38.51397,320.92159
PTPU-10,38.54302,321.12651
PTPU-10,38.56953,321.19169
PTPU-10,38.59668,321.33327
PTPU-10,38.62656,321.43574
PTPU-10,38.65244,321.56241
PTPU-10,38.68061,321.64063
PTPU-10,38.70962,321.66486
PTPU-10,38.73618,321.76919
PTPU-10,38.76357,321.84556
PTPU-10,38.79272,321.948
PTPU-10,38.81914,322.08958
PTPU-10,38.84649,322.2945
PTPU-10,38.87642,322.48638
PTPU-10,38.90244,322.58883
PTPU-10,38.93003,322.84589
PTPU-10,38.95972,322.90924
PTPU-10,38.98618,323.08807
PTPU-10,39.01348,323.25573
PTPU-10,39.04258,323.43454
PTPU-10,39.06919,323.61524
PTPU-10,39.09731,323.70467
PTPU-10,39.12632,323.89653
PTPU-10,39.15278,323.98596
PTPU-10,39.18023,324.10145
PTPU-10,39.21006,324.2039
PTPU-10,39.23545,324.35851
PTPU-10,39.26382,324.40882
PTPU-10,39.29307,324.53735
PTPU-10,39.31944,324.61374
PTPU-10,39.34678,324.69196
PTPU-10,39.37671,324.72923
PTPU-10,39.40229,324.74227
PTPU-10,39.43042,324.84472
PTPU-10,39.45967,324.83168
PTPU-10,39.48618,324.74227
PTPU-10,39.51348,324.76835
PTPU-10,39.54336,324.60256
PTPU-10,39.56919,324.49822
PTPU-10,39.59722,324.31941
PTPU-10,39.62603,324.11449
PTPU-10,39.65269,323.90957
PTPU-10,39.68003,323.63946
PTPU-10,39.71006,323.40848
PTPU-10,39.73584,323.22965
PTPU-10,39.76392,322.94836
PTPU-10,39.79282,322.75462
PTPU-10,39.81924,322.49942
PTPU-10,39.84668,322.22929
PTPU-10,39.87651,321.93496
PTPU-10,39.90215,321.61458
PTPU-10,39.93037,321.43574
PTPU-10,39.95933,321.17865
PTPU-10,39.98584,321.01099
PTPU-10,40.01397,320.83218
PTPU-10,40.04282,320.72971
PTPU-10,40.0687,320.65334
PTPU-10,40.09712,320.46146
PTPU-10,40.12608,320.44842
PTPU-10,40.15244,320.29381
PTPU-10,40.18003,320.12801
PTPU-10,40.20893,319.9734
PTPU-10,40.23623,319.79458
PTPU-10,40.26362,319.58966
PTPU-10,40.29263,319.47417
PTPU-10,40.31914,319.34564
PTPU-10,40.34912,319.16494
PTPU-10,40.37573,319.01219
PTPU-10,40.40293,318.87062
PTPU-10,40.42988,318.69178
PTPU-10,40.45913,318.61353
PTPU-10,40.48579,318.47382
PTPU-10,40.51553,318.29314
PTPU-10,40.54204,318.21675
PTPU-10,40.56934,318.15343
PTPU-10,40.59644,317.97273
PTPU-10,40.62534,317.84606
PTPU-10,40.65293,317.7175
PTPU-10,40.68193,317.52379
PTPU-10,40.70845,317.37103
PTPU-10,40.73569,317.14003
PTPU-10,40.76582,316.90905
PTPU-10,40.79214,316.49923
PTPU-10,40.81929,316.17882
PTPU-10,40.84844,315.84537
PTPU-10,40.8749,315.34612
PTPU-10,40.90234,314.9214
PTPU-10,40.93218,314.47432
PTPU-10,40.9585,313.97321
PTPU-10,40.98579,313.52427
PTPU-10,41.01558,313.02505
PTPU-10,41.04131,312.53698
PTPU-10,41.06953,312.05077
PTPU-10,41.09849,311.56271
PTPU-10,41.12495,311.11376
PTPU-10,41.15224,310.61454
PTPU-10,41.18213,310.2047
PTPU-10,41.20781,309.85823
PTPU-10,41.23565,309.51173
PTPU-10,41.26479,309.30681
PTPU-10,41.2915,309.03671
PTPU-10,41.31958,308.83179
PTPU-10,41.34853,308.60081
PTPU-10,41.37451,308.42197
PTPU-10,41.40249,308.2804
PTPU-10,41.4314,308.21707
PTPU-10,41.45811,308.1146
PTPU-10,41.48623,307.94694
PTPU-10,41.5146,307.9097
PTPU-10,41.54116,307.75509
PTPU-10,41.56934,307.72901
PTPU-10,41.59814,307.62653
PTPU-10,41.62437,307.51104
PTPU-10,41.65215,307.53713
PTPU-10,41.6812,307.44772
PTPU-10,41.70855,307.4086
PTPU-10,41.73598,307.42164
PTPU-10,41.76489,307.38437
PTPU-10,41.79121,307.37133
PTPU-10,41.82124,307.4738
PTPU-10,41.8479,307.56321
PTPU-10,41.87514,307.62653
PTPU-10,41.90244,307.80723
PTPU-10,41.93145,307.85754
PTPU-10,41.95791,308.07548
PTPU-10,41.98774,308.1146
PTPU-10,42.01426,308.23011
PTPU-10,42.04145,308.47414
PTPU-10,42.06885,308.53746
PTPU-10,42.09809,308.75542
PTPU-10,42.12461,308.92308
PTPU-10,42.15435,308.99944
PTPU-10,42.18096,309.1522
PTPU-10,42.20815,309.29377
PTPU-10,42.2355,309.42233
PTPU-10,42.2646,309.57506
PTPU-10,42.29111,309.71665
PTPU-10,42.321,309.88431
PTPU-10,42.34751,310.06312
PTPU-10,42.37495,310.22892
PTPU-10,42.40215,310.45992
PTPU-10,42.43091,310.57541
PTPU-10,42.45845,310.83248
PTPU-10,42.48765,310.98709
PTPU-10,42.51411,311.25534
PTPU-10,42.5415,311.43417
PTPU-10,42.57129,311.66518
PTPU-10,42.59761,311.9092
PTPU-10,42.6249,312.16626
PTPU-10,42.65415,312.39727
PTPU-10,42.68061,312.56306
PTPU-10,42.70796,312.88347
PTPU-10,42.73784,312.98592
PTPU-10,42.76435,313.25603
PTPU-10,42.7916,313.33241
PTPU-10,42.82051,313.6137
PTPU-10,42.84712,313.88381
PTPU-10,42.87446,314.08873
PTPU-10,42.90215,314.37001
PTPU-10,42.93061,314.58795
PTPU-10,42.95786,314.76865
PTPU-10,42.98535,315.03689
PTPU-10,43.01435,315.28094
PTPU-10,43.04175,315.55104
PTPU-10,43.0709,315.76898
PTPU-10,43.09736,316.02421
PTPU-10,43.12476,316.24215
PTPU-10,43.15449,316.48619
PTPU-10,43.18105,316.70413
PTPU-10,43.20835,316.93513
PTPU-10,43.23716,317.17916
PTPU-10,43.26382,317.42132
PTPU-10,43.29131,317.7175
PTPU-10,43.32114,318.05096
PTPU-10,43.34761,318.38441
PTPU-10,43.375,318.67874
PTPU-10,43.40386,319.02523
PTPU-10,43.43037,319.38288
PTPU-10,43.45786,319.71633
PTPU-10,43.48769,320.02556
PTPU-10,43.51426,320.43538
PTPU-10,43.54155,320.72971
PTPU-10,43.57075,321.11533
PTPU-10,43.59712,321.5121
PTPU-10,43.62422,321.81947
PTPU-10,43.65195,322.24233
PTPU-10,43.68105,322.58883
PTPU-10,43.70762,322.88315
PTPU-10,43.7376,323.30601
PTPU-10,43.76402,323.6022
PTPU-10,43.79116,323.87047
PTPU-10,43.8185,324.22998
PTPU-10,43.84771,324.53735
PTPU-10,43.8751,324.79441
PTPU-10,43.90415,325.17817
PTPU-10,43.93066,325.55072
PTPU-10,43.95801,325.92144
PTPU-10,43.98784,326.24185
PTPU-10,44.01431,326.6144
PTPU-10,44.0415,327.02425
PTPU-10,44.07066,327.3968
PTPU-10,44.09736,327.79357
PTPU-10,44.12466,328.19223
PTPU-10,44.1544,328.58901
PTPU-10,44.18091,329.01187
PTPU-10,44.2082,329.40867
PTPU-10,44.23726,329.9228
PTPU-10,44.26387,330.25625
PTPU-10,44.29116,330.71637
PTPU-10,44.31875,331.12805
PTPU-10,44.34702,331.4615
PTPU-10,44.37461,331.83222
PTPU-10,44.40449,332.20477
PTPU-10,44.43076,332.62763
PTPU-10,44.4583,333.06353
PTPU-10,44.48755,333.42307
PTPU-10,44.51397,333.7677
PTPU-10,44.54136,334.17938
PTPU-10,44.57119,334.48675
PTPU-10,44.59746,334.8202
PTPU-10,44.62486,335.15365
PTPU-10,44.6541,335.49826
PTPU-10,44.68056,335.87084
PTPU-10,44.70786,336.28066
PTPU-10,44.73769,336.64019
PTPU-10,44.76431,337.03697
PTPU-10,44.7915,337.29403
PTPU-10,44.82041,337.69083
PTPU-10,44.84702,338.08947
PTPU-10,44.87437,338.44714
PTPU-10,44.90435,338.84578
PTPU-10,44.93091,339.24255
PTPU-10,44.95815,339.62817
PTPU-10,44.98716,340.03799
PTPU-10,45.01367,340.44781
PTPU-10,45.04107,340.80734
PTPU-10,45.06865,341.16502
PTPU-10,45.09766,341.52453
PTPU-10,45.12417,341.93435
PTPU-10,45.1541,342.31997
PTPU-10,45.18076,342.71674
PTPU-10,45.20806,342.98687
PTPU-10,45.23501,343.33148
PTPU-10,45.26431,343.64071
PTPU-10,45.29189,343.922
PTPU-10,45.3208,344.3188
PTPU-10,45.34736,344.54978
PTPU-10,45.37471,344.88323
PTPU-10,45.40444,345.16637
PTPU-10,45.43086,345.52405
PTPU-10,45.4584,345.8966
PTPU-10,45.48735,346.14065
PTPU-10,45.51387,346.46103
PTPU-10,45.54121,346.66595
PTPU-10,45.57124,347.03667
PTPU-10,45.59761,347.29373
PTPU-10,45.62476,347.65327
PTPU-10,45.65395,347.99974
PTPU-10,45.68056,348.35742
PTPU-10,45.70786,348.6536
PTPU-10,45.73779,349.07646
PTPU-10,45.76426,349.39687
PTPU-10,45.7915,349.75641
PTPU-10,45.82046,350.14014
PTPU-10,45.84712,350.49968
PTPU-10,45.87446,350.76792
PTPU-10,45.902,351.03803
PTPU-10,45.93047,351.38452
PTPU-10,45.95781,351.67885
PTPU-10,45.9854,351.98622
PTPU-10,46.0144,352.2675
PTPU-10,46.04165,352.53761
PTPU-10,46.07075,352.79467
PTPU-10,46.09751,353.06294
PTPU-10,46.12476,353.45972
PTPU-10,46.15454,353.72982
PTPU-10,46.18105,354.01111
PTPU-10,46.20835,354.26819
PTPU-10,46.23735,354.56252
PTPU-10,46.26397,354.90899
PTPU-10,46.29126,355.13999
PTPU-10,46.32109,355.42128
PTPU-10,46.34756,355.69139
PTPU-10,46.37505,355.90935
PTPU-10,46.40395,356.19063
PTPU-10,46.43018,356.34525
PTPU-10,46.45776,356.56319
PTPU-10,46.48779,356.72898
PTPU-10,46.51416,356.90968
PTPU-10,46.54155,357.12764
PTPU-10,46.57061,357.30646
PTPU-10,46.59697,357.53746
PTPU-10,46.62422,357.63991
PTPU-10,46.65195,357.97336
PTPU-10,46.68096,358.14102
PTPU-10,46.70757,358.34591
PTPU-10,46.73745,358.4223
PTPU-10,46.76406,358.57692
PTPU-10,46.79126,358.65328
PTPU-10,46.82095,358.80604
PTPU-10,46.84761,358.99978
PTPU-10,46.875,359.10223
PTPU-10,46.90415,359.2289
PTPU-10,46.93076,359.33323
PTPU-10,46.95786,359.42264
PTPU-10,46.98774,359.55117
PTPU-10,47.01421,359.74305
PTPU-10,47.04165,359.93493
PTPU-10,47.07075,360.06346
PTPU-10,47.09722,360.2423
PTPU-10,47.1544,360.5124
PTPU-10,47.1544,360.5124
PTPU-10,47.18101,360.57575
PTPU-10,47.20835,360.70428
PTPU-10,47.23706,360.9483
PTPU-10,47.26372,360.9483
PTPU-10,47.29131,361.16626
PTPU-10,47.32104,361.29479
PTPU-10,47.34751,361.42147
PTPU-10,47.37495,361.70461
PTPU-10,47.40386,361.8201
PTPU-10,47.43027,362.03806
PTPU-10,47.45781,362.256
PTPU-10,47.48535,362.39572
PTPU-10,47.51377,362.63976
PTPU-10,47.54116,362.82046
PTPU-10,47.5688,362.9993
PTPU-10,47.59771,363.19115
PTPU-10,47.62402,363.34577
PTPU-10,47.65415,363.62705
PTPU-10,47.68071,363.75558
PTPU-10,47.70806,363.97355
PTPU-10,47.73804,364.16543
PTPU-10,47.7644,364.35728
PTPU-10,47.7916,364.5119
PTPU-10,47.82056,364.67769
PTPU-10,47.84727,364.9087
PTPU-10,47.87461,365.02419
PTPU-10,47.90444,365.21792
PTPU-10,47.93096,365.33155
PTPU-10,47.9583,365.48617
PTPU-10,47.9873,365.57558
PTPU-10,48.01382,365.67805
PTPU-10,48.04102,365.89599
PTPU-10,48.07095,365.93511
PTPU-10,48.09771,366.16609
PTPU-10,48.125,366.2816
PTPU-10,48.15391,366.4474
PTPU-10,48.18047,366.61506
PTPU-10,48.20771,366.70446
PTPU-10,48.23755,366.87026
PTPU-10,48.26421,366.93544
PTPU-10,48.2915,367.07516
PTPU-10,48.32061,367.24281
PTPU-10,48.34707,367.3192
PTPU-10,48.37451,367.37134
PTPU-10,48.40195,367.48686
PTPU-10,48.43066,367.55018
PTPU-10,48.45747,367.65265
PTPU-10,48.4875,367.76814
PTPU-10,48.51397,367.84451
PTPU-10,48.5414,367.96
PTPU-10,48.57119,368.04943
PTPU-10,48.59751,368.16492
PTPU-10,48.62481,368.24317
PTPU-10,48.65405,368.33258
PTPU-10,48.68056,368.31954
PTPU-10,48.70796,368.46111
PTPU-10,48.73779,368.46111
PTPU-10,48.76435,368.48533
PTPU-10,48.7916,368.40897
PTPU-10,48.82056,368.40897
PTPU-10,48.84717,368.42198
PTPU-10,48.87451,368.34562
PTPU-10,48.90449,368.31954
PTPU-10,48.9311,368.26737
PTPU-10,48.9583,368.12766
PTPU-10,48.98721,368.03825
PTPU-10,49.01372,367.92276
PTPU-10,49.04107,367.85755
PTPU-10,49.06865,367.57627
PTPU-10,49.09697,367.42165
PTPU-10,49.12437,367.11428
PTPU-10,49.1541,366.8833
PTPU-10,49.18071,366.61506
PTPU-10,49.20796,366.30769
PTPU-10,49.23755,366.01148
PTPU-10,49.26333,365.66501
PTPU-10,49.29165,365.39676
PTPU-10,49.32061,365.13968
PTPU-10,49.34707,364.76898
PTPU-10,49.37441,364.47279
PTPU-10,49.40405,364.17847
PTPU-10,49.42969,363.83197
PTPU-10,49.45801,363.5246
PTPU-10,49.48696,363.07566
PTPU-10,49.51343,362.69193
PTPU-10,49.54155,362.06229
PTPU-10,49.57066,361.60216
PTPU-10,49.59634,361.06379
PTPU-10,49.62432,360.42299
PTPU-10,49.65347,359.8958
PTPU-10,49.68003,359.2289
PTPU-10,49.70757,358.55083
PTPU-10,49.73755,357.97336
PTPU-10,49.76397,357.26922
PTPU-10,49.79107,356.4477
PTPU-10,49.82017,355.63922
PTPU-10,49.84682,354.76742
PTPU-10,49.87514,353.89562
PTPU-10,49.90351,353.089
PTPU-10,49.93003,352.28055
PTPU-10,49.95815,351.53728
PTPU-10,49.98706,350.74184
PTPU-10,50.01353,350.08798
PTPU-10,50.04155,349.53845
PTPU-10,50.06982,348.98705
PTPU-10,50.09668,348.49899
PTPU-10,50.12486,348.15249
PTPU-10,50.15371,347.806
PTPU-10,50.18023,347.51167
PTPU-10,50.21001,347.17824
PTPU-10,50.23652,346.98637
PTPU-10,50.26323,346.66595
PTPU-10,50.29131,346.44802
PTPU-10,50.32036,346.23005
PTPU-10,50.34678,345.92268
PTPU-10,50.37446,345.74199
PTPU-10,50.40337,345.43462
PTPU-10,50.43042,345.33217
PTPU-10,50.45796,345.22972
PTPU-10,50.48652,345.0248
PTPU-10,50.51377,344.94843
PTPU-10,50.5436,344.83292
PTPU-10,50.57012,344.69135
PTPU-10,50.59717,344.56282
PTPU-10,50.62451,344.49947
PTPU-10,50.65278,344.42124
PTPU-10,50.68013,344.3579
PTPU-10,50.70991,344.24241
PTPU-10,50.73638,344.12692
PTPU-10,50.76377,344.08965
PTPU-10,50.79346,343.83259
PTPU-10,50.81899,343.73014
PTPU-10,50.84717,343.64071
PTPU-10,50.87617,343.44697
PTPU-10,50.90278,343.43581
PTPU-10,50.93008,343.42277
PTPU-10,50.95982,343.3706
PTPU-10,50.9854,343.35756
PTPU-10,51.01353,343.39669
PTPU-10,51.04258,343.3706
PTPU-10,51.06909,343.34452
PTPU-10,51.09722,343.40973
PTPU-10,51.12622,343.38365
PTPU-10,51.15205,343.42277
PTPU-10,51.18032,343.29422
PTPU-10,51.20923,343.30726
PTPU-10,51.2354,343.34452
PTPU-10,51.26372,343.25511
PTPU-10,51.29297,343.24207
PTPU-10,51.31865,343.2812
PTPU-10,51.34682,343.26816
PTPU-10,51.37588,343.2812
PTPU-10,51.40224,343.29422
PTPU-10,51.42969,343.21785
PTPU-10,51.45908,343.26816
PTPU-10,51.48555,343.2812
PTPU-10,51.51362,343.33148
PTPU-10,51.54263,343.2812
PTPU-10,51.56924,343.38365
PTPU-10,51.59722,343.33148
PTPU-10,51.62524,343.39669
PTPU-10,51.65273,343.43581
PTPU-10,51.68013,343.42277
PTPU-10,51.70913,343.44697
PTPU-10,51.73579,343.57553
PTPU-10,51.76582,343.54944
PTPU-10,51.79219,343.66493
PTPU-10,51.81944,343.67797
PTPU-10,51.84687,343.7562
PTPU-10,51.87593,343.80651
PTPU-10,51.90249,343.88287
PTPU-10,51.93247,343.84563
PTPU-10,51.95889,343.99838
PTPU-10,51.98623,343.97416
PTPU-10,52.01357,344.01143
PTPU-10,52.04243,344.20328
PTPU-10,52.06899,344.21632
PTPU-10,52.09912,344.33184
PTPU-10,52.12559,344.3579
PTPU-10,52.15278,344.46037
PTPU-10,52.18018,344.57586
PTPU-10,52.20913,344.62802
PTPU-10,52.23565,344.83292
PTPU-10,52.26567,344.90931
PTPU-10,52.29214,345.11421
PTPU-10,52.31948,345.20364
PTPU-10,52.34678,345.26882
PTPU-10,52.37588,345.29305
PTPU-10,52.40229,345.29305
PTPU-10,52.42959,345.28186
PTPU-10,52.45889,345.29305
PTPU-10,52.4856,345.33217
PTPU-10,52.51367,345.33217
PTPU-10,52.54272,345.35825
PTPU-10,52.56929,345.30609
PTPU-10,52.59649,345.29305
PTPU-10,52.62549,345.33217
PTPU-10,52.6522,345.35825
PTPU-10,52.68037,345.34521
PTPU-10,52.70942,345.38434
PTPU-10,52.73594,345.44766
PTPU-10,52.76592,345.47374
PTPU-10,52.79229,345.52405
PTPU-10,52.81948,345.48678
PTPU-10,52.84687,345.56315
PTPU-10,52.87593,345.55011
PTPU-10,52.90259,345.53709
PTPU-10,52.93257,345.58923
PTPU-10,52.95889,345.53709
PTPU-10,52.98618,345.43462
PTPU-10,53.01343,345.44766
PTPU-10,53.04253,345.44766
PTPU-10,53.06909,345.34521
PTPU-10,53.09658,345.37129
PTPU-10,53.12563,345.40854
PTPU-10,53.15288,345.31913
PTPU-10,53.18032,345.38434
PTPU-10,53.20869,345.28186
PTPU-10,53.23569,345.34521
PTPU-10,53.26567,345.33217
PTPU-10,53.29234,345.38434
PTPU-10,53.31953,345.43462
PTPU-10,53.34687,345.40854
PTPU-10,53.37505,345.38434
PTPU-10,53.40224,345.33217
PTPU-10,53.43198,345.31913
PTPU-10,53.45864,345.28186
PTPU-10,53.48589,345.31913
PTPU-10,53.51318,345.30609
PTPU-10,53.54136,345.30609
PTPU-10,53.56958,345.30609
PTPU-10,53.59844,345.17941
PTPU-10,53.62466,345.12725
PTPU-10,53.6522,345.03784
PTPU-10,53.68213,344.97263
PTPU-10,53.70771,344.85714
PTPU-10,53.73598,344.81988
PTPU-10,53.76484,344.70439
PTPU-10,53.79116,344.56282
PTPU-10,53.81924,344.49947
PTPU-10,53.84839,344.42124
PTPU-10,53.87427,344.33184
PTPU-10,53.90244,344.20328
PTPU-10,53.9314,344.10083
PTPU-10,53.95786,343.98534
PTPU-10,53.9854,343.85867
PTPU-10,54.01514,343.7562
PTPU-10,54.04155,343.74318
PTPU-10,54.06895,343.56248
PTPU-10,54.09819,343.48609
PTPU-10,54.12466,343.49914
PTPU-10,54.15205,343.47305
PTPU-10,54.1813,343.51218
PTPU-10,54.20766,343.39669
PTPU-10,54.23579,343.05019
PTPU-10,54.26494,342.83226
PTPU-10,54.29136,342.75587
PTPU-10,54.31958,342.67762
PTPU-10,54.34771,342.71674
PTPU-10,54.37519,342.67762
PTPU-10,54.40239,342.72978
PTPU-10,54.43105,342.79313
PTPU-10,54.45776,342.78195
PTPU-10,54.48608,342.81921
PTPU-10,54.51416,342.80617
PTPU-10,54.5416,342.79313
PTPU-10,54.57134,342.89558
PTPU-10,54.59766,342.90862
PTPU-10,54.62486,342.98687
PTPU-10,54.65239,343.08932
PTPU-10,54.68052,343.06324
PTPU-10,54.70786,343.07628
PTPU-10,54.73769,343.01107
PTPU-10,54.76421,342.98687
PTPU-10,54.7914,342.87136
PTPU-10,54.8186,342.81921
PTPU-10,54.84682,342.76891
PTPU-10,54.87505,342.64038
PTPU-10,54.9041,342.4988
PTPU-10,54.93071,342.42241
PTPU-10,54.95781,342.30692
PTPU-10,54.98755,342.11504
PTPU-10,55.01323,342.02564
PTPU-10,55.0414,341.80768
PTPU-10,55.07041,341.61396
PTPU-10,55.09687,341.53757
PTPU-10,55.1251,341.34569
PTPU-10,55.154,341.24324
PTPU-10,55.18056,340.99922
PTPU-10,55.20781,340.90979
PTPU-10,55.23662,340.78126
PTPU-10,55.26323,340.57636
PTPU-10,55.29155,340.44781
PTPU-10,55.32051,340.25595
PTPU-10,55.34697,339.99887
PTPU-10,55.37514,339.80701
PTPU-10,55.40313,339.47356
PTPU-10,55.43047,339.2556
PTPU-10,55.45791,339.08794
PTPU-10,55.48692,338.84578
PTPU-10,55.51343,338.71725
PTPU-10,55.54155,338.42292
PTPU-10,55.56987,338.32047
PTPU-10,55.59707,338.17887
PTPU-10,55.62417,338.01124
PTPU-10,55.65332,338.02426
PTPU-10,55.68076,337.88455
PTPU-10,55.70806,337.80632
PTPU-10,55.73633,337.80632
PTPU-10,55.76357,337.72993
PTPU-10,55.79336,337.69083
PTPU-10,55.81987,337.64052
PTPU-10,55.84731,337.58836
PTPU-10,55.87627,337.55112
PTPU-10,55.90273,337.56227
PTPU-10,55.93003,337.53808
PTPU-10,55.95982,337.61444
PTPU-10,55.98628,337.49895
PTPU-10,56.01353,337.56227
PTPU-10,56.04326,337.61444
PTPU-10,56.06895,337.51199
PTPU-10,56.09731,337.57532
PTPU-10,56.12627,337.55112
PTPU-10,56.15264,337.49895
PTPU-10,56.17993,337.58836
PTPU-10,56.20972,337.55112
PTPU-10,56.23535,337.58836
PTPU-10,56.26362,337.6014
PTPU-10,56.29258,337.61444
PTPU-10,56.31909,337.65357
PTPU-10,56.34717,337.58836
PTPU-10,56.37632,337.67779
PTPU-10,56.40205,337.72993
PTPU-10,56.42993,337.78024
PTPU-10,56.45918,337.84544
PTPU-10,56.48589,337.93485
PTPU-10,56.51397,337.94789
PTPU-10,56.54302,338.08947
PTPU-10,56.56963,338.10251
PTPU-10,56.59678,338.24222
PTPU-10,56.62583,338.32047
PTPU-10,56.65254,338.4341
PTPU-10,56.68071,338.54959
PTPU-10,56.70972,338.60176
PTPU-10,56.73623,338.69116
PTPU-10,56.76367,338.73029
PTPU-10,56.79258,338.76753
PTPU-10,56.81904,338.87
PTPU-10,56.84663,338.98549
PTPU-10,56.87588,339.03766
PTPU-10,56.90254,339.16619
PTPU-10,56.93008,339.2556
PTPU-10,56.95982,339.39717
PTPU-10,56.98545,339.47356
PTPU-10,57.01357,339.57601
PTPU-10,57.04263,339.75484
PTPU-10,57.06919,339.88338
PTPU-10,57.09731,340.0883
PTPU-10,57.12637,340.24291
PTPU-10,57.15288,340.37144
PTPU-10,57.18037,340.5242
PTPU-10,57.20937,340.71794
PTPU-10,57.23555,340.84461
PTPU-10,57.26392,340.98618
PTPU-10,57.29321,341.16502
PTPU-10,57.31958,341.30659
PTPU-10,57.34692,341.49845
PTPU-10,57.37603,341.69219
PTPU-10,57.40244,341.88406
PTPU-10,57.43052,342.03682
PTPU-10,57.45972,342.21752
PTPU-10,57.48623,342.34605
PTPU-10,57.51353,342.53793
PTPU-10,57.54258,342.7037
PTPU-10,57.56929,342.92166
PTPU-10,57.59731,342.99989
PTPU-10,57.62608,343.20481
PTPU-10,57.65278,343.3706
PTPU-10,57.68023,343.53826
PTPU-10,57.70923,343.62767
PTPU-10,57.73589,343.81955
PTPU-10,57.76333,343.96112
PTPU-10,57.79311,344.07661
PTPU-10,57.81875,344.24241
PTPU-10,57.84702,344.46037
PTPU-10,57.87608,344.57586
PTPU-10,57.90259,344.81988
PTPU-10,57.92993,344.93539
PTPU-10,57.95977,345.1906
PTPU-10,57.98633,345.31913
PTPU-10,58.01367,345.48678
PTPU-10,58.04253,345.78111
PTPU-10,58.06909,345.92268
PTPU-10,58.09751,346.12761
PTPU-10,58.12646,346.42193
PTPU-10,58.15288,346.58959
PTPU-10,58.18032,346.88392
PTPU-10,58.20928,347.12794
PTPU-10,58.23574,347.3701
PTPU-10,58.26406,347.65327
PTPU-10,58.29302,347.87121
PTPU-10,58.3189,348.13945
PTPU-10,58.34712,348.34437
PTPU-10,58.37627,348.49899
PTPU-10,58.40269,348.72997
PTPU-10,58.42969,348.99821
PTPU-10,58.45918,349.17891
PTPU-10,58.48589,349.43414
PTPU-10,58.51333,349.60179
PTPU-10,58.54316,349.84581
PTPU-10,58.5689,350.10102
PTPU-10,58.59687,350.22955
PTPU-10,58.62578,350.54996
PTPU-10,58.65254,350.71762
PTPU-10,58.68066,350.92254
PTPU-10,58.70972,351.16656
PTPU-10,58.73623,351.3454
PTPU-10,58.76367,351.57638
PTPU-10,58.79258,351.65277
PTPU-10,58.81899,351.8707
PTPU-10,58.84727,352.08867
PTPU-10,58.87632,352.2172
PTPU-10,58.90298,352.38299
PTPU-10,58.93037,352.64006
PTPU-10,58.95923,352.8841
PTPU-10,58.98574,353.03686
PTPU-10,59.01318,353.33304
